Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P20934	EVI2A_MOUSE	reviewed	Protein EVI2A (Ecotropic viral integration site 2A protein) (EVI-2A)	Evi2a Evi-2 Evi-2a Evi2	Mus musculus (Mouse)	223
Q0VBM2	FA83B_MOUSE	reviewed	Protein FAM83B	Fam83b	Mus musculus (Mouse)	1012
P27577	ETS1_MOUSE	reviewed	Protein C-ets-1 (p54)	Ets1 Ets-1	Mus musculus (Mouse)	440
P15037	ETS2_MOUSE	reviewed	Protein C-ets-2	Ets2	Mus musculus (Mouse)	468
P14234	FGR_MOUSE	reviewed	Tyrosine-protein kinase Fgr (EC 2.7.10.2) (Proto-oncogene c-Fgr) (p55-Fgr)	Fgr	Mus musculus (Mouse)	517
Q9WVH4	FOXO3_MOUSE	reviewed	Forkhead box protein O3	Foxo3 Fkhr2 Foxo3a	Mus musculus (Mouse)	672
P70451	FER_MOUSE	reviewed	Tyrosine-protein kinase Fer (EC 2.7.10.2) (Proto-oncogene c-Fer) (p94-Fer)	Fer Fert2	Mus musculus (Mouse)	823
P01101	FOS_MOUSE	reviewed	Proto-oncogene c-Fos (Cellular oncogene fos)	Fos	Mus musculus (Mouse)	380
P16879	FES_MOUSE	reviewed	Tyrosine-protein kinase Fes/Fps (EC 2.7.10.2) (Proto-oncogene c-Fes)	Fes Fps	Mus musculus (Mouse)	822
P21803	FGFR2_MOUSE	reviewed	Fibroblast growth factor receptor 2 (FGFR-2) (EC 2.7.10.1) (Keratinocyte growth factor receptor) (KGFR) (CD antigen CD332)	Fgfr2 Bek Ect1	Mus musculus (Mouse)	821
P21658	FGF6_MOUSE	reviewed	Fibroblast growth factor 6 (FGF-6) (Heparin secretory-transforming protein 2) (HST-2) (HSTF-2) (Heparin-binding growth factor 6) (HBGF-6)	Fgf6 Fgf-6 Hstf2	Mus musculus (Mouse)	208
Q9D7I8	FA83D_MOUSE	reviewed	Protein FAM83D	Fam83d	Mus musculus (Mouse)	585
P70339	FRAT1_MOUSE	reviewed	Proto-oncogene FRAT1 (Frequently rearranged in advanced T-cell lymphomas 1) (FRAT-1)	Frat1	Mus musculus (Mouse)	274
P26323	FLI1_MOUSE	reviewed	Friend leukemia integration 1 transcription factor (Retroviral integration site protein Fli-1)	Fli1 Fli-1	Mus musculus (Mouse)	452
P05524	FGF3_MOUSE	reviewed	Fibroblast growth factor 3 (FGF-3) (Heparin-binding growth factor 3) (HBGF-3) (Proto-oncogene Int-2)	Fgf3 Fgf-3 Int-2	Mus musculus (Mouse)	245
P11403	FGF4_MOUSE	reviewed	Fibroblast growth factor 4 (FGF-4) (Heparin-binding growth factor 4) (HBGF-4) (K-fibroblast growth factor)	Fgf4 Fgf-4 Kfgf	Mus musculus (Mouse)	202
Q00342	FLT3_MOUSE	reviewed	Receptor-type tyrosine-protein kinase FLT3 (EC 2.7.10.1) (FL cytokine receptor) (Fetal liver kinase 2) (FLK-2) (Fms-like tyrosine kinase 3) (FLT-3) (Tyrosine-protein kinase receptor flk-2) (CD antigen CD135)	Flt3 Flk-2 Flt-3	Mus musculus (Mouse)	1000
P47806	GLI1_MOUSE	reviewed	Zinc finger protein GLI1 (Glioma-associated oncogene homolog)	Gli1 Gli	Mus musculus (Mouse)	1111
Q9Z1S3	GRP1_MOUSE	reviewed	RAS guanyl-releasing protein 1 (Calcium and DAG-regulated guanine nucleotide exchange factor II) (CalDAG-GEFII) (Ras guanyl-releasing protein)	Rasgrp1 Rasgrp	Mus musculus (Mouse)	795
P08103	HCK_MOUSE	reviewed	Tyrosine-protein kinase HCK (EC 2.7.10.2) (B-cell/myeloid kinase) (BMK) (Hematopoietic cell kinase) (Hemopoietic cell kinase) (p56-HCK/p59-HCK)	Hck	Mus musculus (Mouse)	524
Q62074	KPCI_MOUSE	reviewed	Protein kinase C iota type (EC 2.7.11.13) (Atypical protein kinase C-lambda/iota) (aPKC-lambda/iota) (nPKC-iota)	Prkci Pkcl	Mus musculus (Mouse)	595
P06876	MYB_MOUSE	reviewed	Transcriptional activator Myb (Proto-oncogene c-Myb)	Myb	Mus musculus (Mouse)	636
P01108	MYC_MOUSE	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	Myc	Mus musculus (Mouse)	439
P03966	MYCN_MOUSE	reviewed	N-myc proto-oncogene protein	Mycn Nmyc Nmyc1	Mus musculus (Mouse)	462
Q60698	SKI_MOUSE	reviewed	Ski oncogene (Proto-oncogene c-Ski)	Ski	Mus musculus (Mouse)	725
Q78DX7	ROS1_MOUSE	reviewed	Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase)	Ros1 Ros Ros-1	Mus musculus (Mouse)	2340
Q99MY0	SPZ1_MOUSE	reviewed	Spermatogenic leucine zipper protein 1 (BHLH-Zip transcription factor SPZ1) (Spermatogenic Zip 1)	Spz1	Mus musculus (Mouse)	378
P05480	SRC_MOUSE	reviewed	Neuronal proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src)	Src	Mus musculus (Mouse)	541
P17433	SPI1_MOUSE	reviewed	Transcription factor PU.1 (31 kDa-transforming protein) (SFFV proviral integration 1 protein)	Spi1 Sfpi-1 Sfpi1	Mus musculus (Mouse)	272
P22091	TAL1_MOUSE	reviewed	T-cell acute lymphocytic leukemia protein 1 homolog (TAL-1) (Stem cell protein)	Tal1 Scl Tal-1	Mus musculus (Mouse)	329
Q64127	TIF1A_MOUSE	reviewed	Transcription intermediary factor 1-alpha (TIF1-alpha) (EC 2.3.2.27) (E3 ubiquitin-protein ligase Trim24) (RING-type E3 ubiquitin transferase TIF1-alpha) (Tripartite motif-containing protein 24)	Trim24 Tif1 Tif1a	Mus musculus (Mouse)	1051
Q9D658	TP4A3_MOUSE	reviewed	Protein tyrosine phosphatase type IVA 3 (EC 3.1.3.48) (Protein-tyrosine phosphatase 4a3) (Protein-tyrosine phosphatase of regenerating liver 3) (PRL-3)	Ptp4a3 Prl3	Mus musculus (Mouse)	173
F6ZDS4	TPR_MOUSE	reviewed	Nucleoprotein TPR (NPC-associated intranuclear protein) (Translocated promoter region and nuclear basket protein)	Tpr	Mus musculus (Mouse)	2431
P35123	UBP4_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4) (Ubiquitous nuclear protein)	Usp4 Unp	Mus musculus (Mouse)	962
P27870	VAV_MOUSE	reviewed	Proto-oncogene vav (p95vav)	Vav1 Vav	Mus musculus (Mouse)	845
O54775	WISP1_MOUSE	reviewed	WNT1-inducible-signaling pathway protein 1 (WISP-1) (CCN family member 4) (ELM-1)	Wisp1 Ccn4 Elm1	Mus musculus (Mouse)	367
P04426	WNT1_MOUSE	reviewed	Proto-oncogene Wnt-1 (Proto-oncogene Int-1)	Wnt1 Int-1 Wnt-1	Mus musculus (Mouse)	370
P17553	WNT3_MOUSE	reviewed	Proto-oncogene Wnt-3 (Proto-oncogene Int-4)	Wnt3 Int-4 Wnt-3	Mus musculus (Mouse)	355
P46938	YAP1_MOUSE	reviewed	Transcriptional coactivator YAP1 (Yes-associated protein 1) (Protein yorkie homolog) (Yes-associated protein YAP65 homolog)	Yap1 Yap Yap65	Mus musculus (Mouse)	488
Q04736	YES_MOUSE	reviewed	Tyrosine-protein kinase Yes (EC 2.7.10.2) (Proto-oncogene c-Yes) (p61-Yes)	Yes1 Yes	Mus musculus (Mouse)	541
Q6KAS7	ZN521_MOUSE	reviewed	Zinc finger protein 521 (Ecotropic viral integration site 3 protein)	Znf521 Evi3 Zfp521	Mus musculus (Mouse)	1311
Q6GV12	KDSR_MOUSE	reviewed	3-ketodihydrosphingosine reductase (KDS reductase) (EC 1.1.1.102) (3-dehydrosphinganine reductase) (Follicular variant translocation protein 1 homolog) (FVT-1)	Kdsr Fvt1	Mus musculus (Mouse)	332
P05627	JUN_MOUSE	reviewed	Transcription factor AP-1 (AH119) (Activator protein 1) (AP1) (Proto-oncogene c-Jun) (V-jun avian sarcoma virus 17 oncogene homolog) (Jun A)	Jun	Mus musculus (Mouse)	334
P05532	KIT_MOUSE	reviewed	Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (CD antigen CD117)	Kit Sl	Mus musculus (Mouse)	979
P06240	LCK_MOUSE	reviewed	Proto-oncogene tyrosine-protein kinase LCK (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (p56-LCK)	Lck Lsk-t	Mus musculus (Mouse)	509
P54841	MAFB_MOUSE	reviewed	Transcription factor MafB (Maf-B) (Kreisler) (Segmentation protein Kr) (Transcription factor Maf-1) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B)	Mafb Krml Maf1	Mus musculus (Mouse)	323
P54843	MAF_MOUSE	reviewed	Transcription factor Maf (Proto-oncogene c-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog)	Maf Maf2	Mus musculus (Mouse)	370
P25911	LYN_MOUSE	reviewed	Tyrosine-protein kinase Lyn (EC 2.7.10.2) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn)	Lyn	Mus musculus (Mouse)	512
Q9JLJ0	LITAF_MOUSE	reviewed	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog (LPS-induced TNF-alpha factor homolog) (Estrogen-enhanced transcript protein) (mEET) (LITAF-like protein) (NEDD4 WW domain-binding protein 3)	Litaf N4wbp3 Tbx1	Mus musculus (Mouse)	161
Q8CF90	MAFA_MOUSE	reviewed	Transcription factor MafA (Pancreatic beta-cell-specific transcriptional activator) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog A)	Mafa	Mus musculus (Mouse)	359
Q924L1	LTMD1_MOUSE	reviewed	LETM1 domain-containing protein 1 (Cervical cancer receptor) (MCC-32)	Letmd1 Mccr	Mus musculus (Mouse)	360
Q07174	M3K8_MOUSE	reviewed	Mitogen-activated protein kinase kinase kinase 8 (EC 2.7.11.25) (Cancer Osaka thyroid oncogene) (Proto-oncogene c-Cot) (Serine/threonine-protein kinase cot) (Tumor progression locus 2) (TPL-2)	Map3k8 Cot Tpl2	Mus musculus (Mouse)	467
P30554	MAS_MOUSE	reviewed	Proto-oncogene Mas	Mas1 Mas Mas-1	Mus musculus (Mouse)	324
Q60805	MERTK_MOUSE	reviewed	Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK)	Mertk Mer	Mus musculus (Mouse)	994
Q64096	MCF2L_MOUSE	reviewed	Guanine nucleotide exchange factor DBS (DBL's big sister) (MCF2-transforming sequence-like protein)	Mcf2l Dbs	Mus musculus (Mouse)	1149
P23804	MDM2_MOUSE	reviewed	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Oncoprotein Mdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)	Mdm2	Mus musculus (Mouse)	489
P16056	MET_MOUSE	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	Met	Mus musculus (Mouse)	1379
Q60954	MEIS1_MOUSE	reviewed	Homeobox protein Meis1 (Myeloid ecotropic viral integration site 1)	Meis1	Mus musculus (Mouse)	390
P00536	MOS_MOUSE	reviewed	Proto-oncogene serine/threonine-protein kinase mos (EC 2.7.11.1) (Oocyte maturation factor mos) (Proto-oncogene c-Mos)	Mos	Mus musculus (Mouse)	390
P31695	NOTC4_MOUSE	reviewed	Neurogenic locus notch homolog protein 4 (Notch 4) [Cleaved into: Transforming protein Int-3; Notch 4 extracellular truncation; Notch 4 intracellular domain]	Notch4 Int-3 Int3	Mus musculus (Mouse)	1964
Q925I7	PDGFD_MOUSE	reviewed	Platelet-derived growth factor D (PDGF-D) (Spinal cord-derived growth factor B) (SCDGF-B) [Cleaved into: Platelet-derived growth factor D, latent form (PDGFD latent form); Platelet-derived growth factor D, receptor-binding form (PDGFD receptor-binding form)]	Pdgfd Scdgfb	Mus musculus (Mouse)	370
P31240	PDGFB_MOUSE	reviewed	Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Proto-oncogene c-Sis)	Pdgfb Sis	Mus musculus (Mouse)	241
Q62070	PIM2_MOUSE	reviewed	Serine/threonine-protein kinase pim-2 (EC 2.7.11.1)	Pim2 Pim-2	Mus musculus (Mouse)	370
P26618	PGFRA_MOUSE	reviewed	Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (Platelet-derived growth factor alpha receptor) (CD antigen CD140a)	Pdgfra	Mus musculus (Mouse)	1089
P06803	PIM1_MOUSE	reviewed	Serine/threonine-protein kinase pim-1 (EC 2.7.11.1)	Pim1 Pim-1	Mus musculus (Mouse)	397
P42337	PK3CA_MOUSE	reviewed	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)	Pik3ca	Mus musculus (Mouse)	1068
Q9QYE0	PLAG1_MOUSE	reviewed	Zinc finger protein PLAG1 (Pleiomorphic adenoma gene 1 protein)	Plag1	Mus musculus (Mouse)	499
P58750	PIM3_MOUSE	reviewed	Serine/threonine-protein kinase pim-3 (EC 2.7.11.1)	Pim3	Mus musculus (Mouse)	326
Q9CQJ7	PTTG1_MOUSE	reviewed	Securin (Pituitary tumor-transforming gene 1 protein)	Pttg1 Pttg	Mus musculus (Mouse)	199
P55258	RAB8A_MOUSE	reviewed	Ras-related protein Rab-8A (Oncogene c-mel)	Rab8a Mel Rab8	Mus musculus (Mouse)	207
Q99N57	RAF1_MOUSE	reviewed	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Proto-oncogene c-RAF) (cRaf) (Raf-1)	Raf1 Craf	Mus musculus (Mouse)	648
Q8R367	RERG_MOUSE	reviewed	Ras-related and estrogen-regulated growth inhibitor	Rerg	Mus musculus (Mouse)	199
P08556	RASN_MOUSE	reviewed	GTPase NRas (Transforming protein N-Ras)	Nras	Mus musculus (Mouse)	189
P35546	RET_MOUSE	reviewed	Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]	Ret	Mus musculus (Mouse)	1115
P15307	REL_MOUSE	reviewed	Proto-oncogene c-Rel	Rel	Mus musculus (Mouse)	587
Q61411	RASH_MOUSE	reviewed	GTPase HRas (H-Ras-1) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]	Hras Hras1	Mus musculus (Mouse)	189
P32883	RASK_MOUSE	reviewed	GTPase KRas (K-Ras 2) (Ki-Ras) (c-K-ras) (c-Ki-ras) [Cleaved into: GTPase KRas, N-terminally processed]	Kras Kras2	Mus musculus (Mouse)	189
Q9QUI0	RHOA_MOUSE	reviewed	Transforming protein RhoA	Rhoa Arha Arha2	Mus musculus (Mouse)	193
Q6J9G1	STYK1_MOUSE	reviewed	Tyrosine-protein kinase STYK1 (EC 2.7.10.2) (Novel oncogene with kinase domain) (mNOK) (Serine/threonine/tyrosine kinase 1)	Styk1 Nok	Mus musculus (Mouse)	429
Q07E24	MET_MUSPF	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Mustela putorius furo (European domestic ferret) (Mustela furo)	1382
Q07E37	MET_NEONE	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Neofelis nebulosa (Clouded leopard)	1382
Q07DY1	MET_NOMLE	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	1390
Q07E01	MET_ORNAN	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Ornithorhynchus anatinus (Duckbill platypus)	1382
Q09YN5	MET_RABIT	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Oryctolagus cuniculus (Rabbit)	1382
Q2QLH6	MET_OTOGA	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	1382
B2MVY4	CDK4_SHEEP	reviewed	Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4)		Ovis aries (Sheep)	303
O02761	FOS_SHEEP	reviewed	Proto-oncogene c-Fos (Cellular oncogene fos) (Fragment)	FOS	Ovis aries (Sheep)	195
Q28566	MYC_SHEEP	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Ovis aries (Sheep)	439
Q09YI9	MET_SHEEP	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Ovis aries (Sheep)	1384
Q95229	PDGFB_SHEEP	reviewed	Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide)	PDGFB	Ovis aries (Sheep)	241
A1YG22	MYC_PANPA	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Pan paniscus (Pygmy chimpanzee) (Bonobo)	439
P23583	MYC_PANTR	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Pan troglodytes (Chimpanzee)	439
Q2QLF1	MET_PANTR	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Pan troglodytes (Chimpanzee)	1390
Q2QD15	PTTG3_PANTR	reviewed	Putative pituitary tumor-transforming gene 3 protein (Securin-3) (rcPTTG1)	PTTG3	Pan troglodytes (Chimpanzee)	202
A2T767	PTTG1_PANTR	reviewed	Securin (Pituitary tumor-transforming gene 1 protein)	PTTG1	Pan troglodytes (Chimpanzee)	202
A0M8R7	MET_PAPAN	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Papio anubis (Olive baboon)	1381
Q56TT7	FOS_PHOCM	reviewed	Proto-oncogene c-Fos (Cellular oncogene fos)	FOS	Phodopus campbelli (Campbell's dwarf Russian hamster)	381
Q56TN0	FOS_PHORO	reviewed	Proto-oncogene c-Fos (Cellular oncogene fos)	FOS	Phodopus roborovskii (Roborovski's desert hamster) (Cricetulus roborovskii)	381
Q1A1A4	FOXG1_PIPRU	reviewed	Forkhead box protein G1 (FoxG1)	FOXG1	Pipistrellus rusticus (Rusty pipistrelle)	484
Q2QLC0	MET_PLEMO	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Plecturocebus moloch (Dusky titi monkey) (Callicebus moloch)	1381
Q5R7P1	AGR2_PONAB	reviewed	Anterior gradient protein 2 homolog	AGR2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	175
Q5R8L2	BMI1_PONAB	reviewed	Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4)	BMI1 PCGF4	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	326
Q5RFQ5	DDX6_PONAB	reviewed	Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (DEAD box protein 6)	DDX6	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	483
Q5R4K9	KPCI_PONAB	reviewed	Protein kinase C iota type (EC 2.7.11.13) (nPKC-iota)	PRKCI	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	596
Q5REY6	RHOA_PONAB	reviewed	Transforming protein RhoA	RHOA	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	193
Q2IBD8	MET_PONAB	reviewed	Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)	MET	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1390
Q5R5M7	RAF1_PONAB	reviewed	RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Proto-oncogene c-RAF) (cRaf) (Raf-1)	RAF1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	648
Q5RD87	RASN_PONAB	reviewed	GTPase NRas (Transforming protein N-Ras)	NRAS	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	189
A2T7L5	MYC_PONPY	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Pongo pygmaeus (Bornean orangutan)	439
Q2QD14	PTTG3_PONPY	reviewed	Putative pituitary tumor-transforming gene 3 protein (Securin-3) (rcPTTG1)	PTTG3	Pongo pygmaeus (Bornean orangutan)	202
Q9MZT8	MYC_PTEHP	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	MYC	Pteropus hypomelanus (Island flying fox) (Variable flying fox)	440
Q5FVC2	ARHG2_RAT	reviewed	Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1) (GEF-H1)	Arhgef2	Rattus norvegicus (Rat)	985
P14056	ARAF_RAT	reviewed	Serine/threonine-protein kinase A-Raf (EC 2.7.11.1) (Proto-oncogene A-Raf) (Proto-oncogene A-Raf-1)	Araf A-raf Araf1	Rattus norvegicus (Rat)	604
P59241	AURKA_RAT	reviewed	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase aurora-A) (ratAurA)	Aurka Aik Airk Ark1 Aura Ayk1 Btak Iak1 Stk15 Stk6	Rattus norvegicus (Rat)	397
P35426	CDK4_RAT	reviewed	Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4) (PSK-J3)	Cdk4	Rattus norvegicus (Rat)	303
Q63768	CRK_RAT	reviewed	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	Crk Crko	Rattus norvegicus (Rat)	304
Q00495	CSF1R_RAT	reviewed	Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (EC 2.7.10.1) (Proto-oncogene c-Fms) (CD antigen CD115)	Csf1r Csfmr Fms	Rattus norvegicus (Rat)	978
P41156	ETS1_RAT	reviewed	Protein C-ets-1 (p54)	Ets1 Ets-1	Rattus norvegicus (Rat)	441
P06494	ERBB2_RAT	reviewed	Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Epidermal growth factor receptor-related protein) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (p185erbB2) (p185neu) (CD antigen CD340)	Erbb2 Neu	Rattus norvegicus (Rat)	1257
Q6P6U0	FGR_RAT	reviewed	Tyrosine-protein kinase Fgr (EC 2.7.10.2) (Proto-oncogene c-Fgr) (p55-Fgr)	Fgr	Rattus norvegicus (Rat)	517
P12841	FOS_RAT	reviewed	Proto-oncogene c-Fos (Cellular oncogene fos)	Fos	Rattus norvegicus (Rat)	380
P50545	HCK_RAT	reviewed	Tyrosine-protein kinase HCK (EC 2.7.10.2) (Hematopoietic cell kinase) (Hemopoietic cell kinase) (p56-HCK) (p56Hck) (p59Hck)	Hck	Rattus norvegicus (Rat)	524
F1M7Y5	KPCI_RAT	reviewed	Protein kinase C iota type (EC 2.7.11.13) (Atypical protein kinase C-lambda/iota) (aPKC-lambda/iota) (nPKC-iota)	Prkci Pkcl	Rattus norvegicus (Rat)	596
P17325	JUN_RAT	reviewed	Transcription factor AP-1 (Activator protein 1) (AP1) (Proto-oncogene c-Jun) (V-jun avian sarcoma virus 17 oncogene homolog)	Jun Rjg-9	Rattus norvegicus (Rat)	334
Q63379	MYCN_RAT	reviewed	N-myc proto-oncogene protein	Mycn Nmyc Nmyc1	Rattus norvegicus (Rat)	462
P09416	MYC_RAT	reviewed	Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64)	Myc	Rattus norvegicus (Rat)	439
P61589	RHOA_RAT	reviewed	Transforming protein RhoA	Rhoa Arha Arha2	Rattus norvegicus (Rat)	193
Q9WUD9	SRC_RAT	reviewed	Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src)	Src	Rattus norvegicus (Rat)	536
F1MA98	TPR_RAT	reviewed	Nucleoprotein TPR (Megator) (NPC-associated intranuclear protein) (Translocated promoter region protein)	Tpr	Rattus norvegicus (Rat)	2360
P54100	VAV_RAT	reviewed	Proto-oncogene vav (p95)	Vav1 Vav	Rattus norvegicus (Rat)	843
Q99PP0	WISP1_RAT	reviewed	WNT1-inducible-signaling pathway protein 1 (WISP-1) (CCN family member 4) (ELM-1)	Wisp1 Ccn4 Elm1	Rattus norvegicus (Rat)	367
Q2EJA0	YAP1_RAT	reviewed	Transcriptional coactivator YAP1 (Yes-associated protein 1) (Protein yorkie homolog) (Yes-associated protein YAP65 homolog)	Yap1 Yap Yap65	Rattus norvegicus (Rat)	469
P0C0T0	LITAF_RAT	reviewed	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog (LPS-induced TNF-alpha factor homolog) (Estrogen-enhanced transcript protein 1) (Eet-1)	Litaf	Rattus norvegicus (Rat)	161
Q01621	LCK_RAT	reviewed	Proto-oncogene tyrosine-protein kinase LCK (EC 2.7.10.2) (Lymphocyte cell-specific protein-tyrosine kinase) (p56-LCK)	Lck	Rattus norvegicus (Rat)	509
P12526	MAS_RAT	reviewed	Proto-oncogene Mas	Mas1 Mas Mas-1	Rattus norvegicus (Rat)	324
